League Name,,defense,possession,creativity,progression,crossing,explosive,attacking,setpiece,gkbuildup,excitement,Cluster,x,y,Distance to 1.Div
Estonian Esiliiga A,Estonian Esiliiga A,-0.145252131,-0.005332757,0.953934831,1.076697918,0.021662779,0.842797711,1.757753444,0.617510306,0.880581281,1.085034512,4,0.1451107,15.542252,7.258883025
Ettan,Ettan,-0.409758448,0.950659959,0.42519279,1.087783775,0.531026866,0.349257269,0.87732482,-0.152808693,0.232237834,0.599401361,7,-4.021715,10.889607,1.310679929
Faroe Islands Meistaradeildin,Faroe Islands Meistaradeildin,-0.229200155,0.85048929,0.986276793,1.383207725,2.60941199,-0.020662813,1.722491038,1.091593836,0.477086326,0.989548041,9,-5.065944,14.376074,3.612470833
French National 1,French National 1,0.220322041,0.613034483,-0.301728553,0.491988282,-0.109631949,0.14069557,-0.815359223,-0.340188808,0.448908995,-0.035773087,5,7.2780457,0.8833427,16.02182457
Greek Super League,Greek Super League,0.21744999,0.814255342,-0.267647298,-0.564686418,-0.016768652,-0.423525358,-0.420022165,-0.508219507,-0.15612913,-0.219828116,8,4.979554,-2.2963588,16.64448943
Greek Super League 2,Greek Super League 2,0.649001922,-0.227517001,-1.06720849,-0.480049678,-1.205876032,-0.375475175,-1.420079559,-0.521921848,-0.219021418,-0.727163207,16,2.4680574,-12.032657,24.10118099
Greek U19 Super League,,0.590611282,-0.598035734,-0.523883206,-0.204456689,-2.37369024,0.797706274,-0.577138572,0.368451907,0.406716883,-0.081296219,20,9.82845,-10.926598,26.46826571
Guatemalan Liga Nacional,,0.293639755,-0.993542805,-0.489702414,-0.284593189,1.072940949,-0.395990089,-0.703345185,0.32559752,-1.02996356,-0.595173672,11,-8.539463,-8.749846,19.78541369
Honduran Liga Nacional,,0.516836533,-1.174972975,-0.386813795,-0.744326119,0.643821469,-0.565370508,-0.423241325,1.65174893,-1.670822679,-0.575553284,10,-8.433846,-10.896319,21.89094224
Hong Kong Premier League,,0.22534898,-0.331669372,0.45680386,-0.453092142,0.541128272,-0.112385358,0.954110419,0.6691871,-0.96855519,0.297259332,1,-7.787871,3.4281964,7.746092286
Iceland 1. Deild,Iceland 1. Deild,-0.251934242,0.012857666,0.682108587,0.780837312,1.503723116,0.305213454,1.150749665,1.171966353,-0.205876619,0.597402799,9,-6.321039,7.3639417,3.551030286
Indian Super League,,-0.539816036,-0.202802007,0.128987693,-0.743628013,-0.054212662,-0.157600673,-0.178007895,-0.280775419,-1.194693868,-0.342778014,10,-0.20894733,-5.42366,16.98618156
Irish First Division,Irish First Division,0.468735395,-1.834306099,-0.297041431,0.375480901,0.038609021,0.209431619,-0.230397718,0.549269876,-1.105604262,-0.25785073,21,-10.545486,-7.3768864,18.88520931
Irish Premier Division,Irish Premier Division,0.482274205,-0.411186317,-0.356446792,0.243840805,0.60967931,0.20790166,-0.366133905,0.491983346,-0.926569844,-0.185612557,11,-7.6344485,-5.9729943,16.9042541
J1,J1,-0.408679643,0.986810202,0.344971965,-0.503267854,0.267516787,-0.569178682,-0.020711273,-0.805044894,0.333778353,-0.082843203,8,2.5328617,-0.014941253,13.34772082
J2,J2,-0.435373856,0.740990251,0.096594736,-0.693431327,1.112689718,-0.682740399,-0.172403079,-0.634224012,-0.174295197,-0.357123087,8,-1.63472,-0.12325775,11.50496555
J3,J3,-0.254926472,0.479685027,0.079633286,-0.603777433,1.138213417,-0.677161788,0.061854768,-0.460292844,-0.20283264,-0.325972418,1,-2.065882,0.1168048,11.14414865
Jordan Pro League,,0.040658693,0.108824176,-0.078624497,0.442025712,-0.125352961,-0.011458951,-0.057425077,-0.476413186,-0.806614999,0.055580029,5,-0.21225312,2.0718458,10.09325969
K League 1,K League 1,-0.480684509,1.629598668,-0.018228286,-0.254924724,0.027959537,-0.346074643,-0.348801254,-1.280433462,-0.440638135,-0.11357242,8,1.1974455,-1.0533886,13.50688684
K League 2,K League 2,-0.216104749,0.934682925,-0.237235974,-0.455056697,-0.386517187,-0.402118272,-0.663333735,-1.051417003,-0.798708214,-0.344511497,0,3.7567766,-4.938319,18.14844928
K3 League,K3 League,-0.144843707,0.663984235,-0.661533406,-0.391465166,-0.192351688,-0.530684314,-0.944135434,-0.849567251,-1.07452037,-0.681575908,0,3.5259686,-5.7719665,18.76477129
K4 League,K4 League,-0.612485604,1.060999337,0.310192479,0.236859959,-0.510934177,-0.032094085,0.054236284,-0.652775748,-0.285715952,-0.011312265,8,1.1535028,0.15595616,12.43875005
Kazakh 1. Division,Kazakh 1. Division,0.078772299,-0.997114179,0.232863267,0.221315689,-1.657687525,0.49287357,0.476267702,0.447958334,-0.254342044,0.123661211,17,6.5308366,15.285752,12.68768996
Kazakh 2. Division,,0.033941145,-1.111509624,0.161842149,0.026819738,-1.074725551,0.599944146,0.713589527,1.263448364,0.363946878,0.168349281,17,5.6475787,15.770897,12.0591951
Kazakh Premier League,Kazakh Premier League,0.275662483,-0.253450413,-0.439317769,-0.248055547,-0.907205474,-0.02357346,-0.54374666,-0.270177737,-0.786513553,-0.396847458,3,0.10052286,-11.173268,22.60755751
Kazakh U16 League,,0.280263914,-1.914345598,0.296931782,0.192958435,-1.72907878,0.470248927,1.540445352,1.541241406,0.379899069,0.742855958,17,6.0817547,17.205889,13.09754071
Kazakh U17 League,,-0.068888714,-1.498835683,0.498377965,0.561070034,-1.794171303,0.891111269,1.314908727,0.89590529,0.397811752,0.725915004,17,5.4613175,16.752558,12.33476965
Kazakh U18 League,,0.327235581,-1.630877508,0.54896496,0.637781766,-1.521337874,1.752469664,1.188327828,1.276845071,0.086144065,0.786887078,17,5.072977,17.505585,12.38913248
Kosovo Superliga,Kosovo Superliga,0.678467321,-0.125461643,-0.00953226,-0.113566854,-0.213045536,0.209587138,-0.439977862,-0.364253197,0.060529331,0.047421297,5,5.725215,3.6428201,13.15280609
Kyrgyz Premier League,,-0.042944653,-0.672087136,-0.033057556,0.44636284,0.009601707,0.716309949,0.026867043,0.791121014,0.07377066,0.029131421,13,2.6951532,8.862016,8.246836032
La Liga,La Liga,-0.020432635,1.335013194,0.368224233,-0.286127127,0.390299562,0.012974694,-0.142316855,-0.710135998,0.062297919,0.202007304,8,3.4918342,1.2881655,12.9513975
La Liga 2,Segunda División,0.152117418,0.693087373,-0.334777412,-0.423431609,0.567681327,-0.1118555,-0.684935553,-0.561284499,-0.033682146,-0.217707687,8,5.8078113,-1.6421494,16.67711131
Latvian 1. Liga,Latvian 1. Liga,-0.10337505,-0.003841357,0.751110998,1.313275035,1.329832946,0.779001548,1.569278956,1.701577873,1.604406998,1.011797664,9,-2.074657,16.14167,6.277021923
Latvian Virsliga,Virsliga,0.541618427,0.397170829,0.629513185,1.041113976,1.800266124,0.650481736,1.340261868,0.465748827,0.505749573,0.942089261,9,-6.297999,8.911533,2.099460807
League One,League One,0.227733714,-0.634888031,-0.343267503,-0.117561713,0.61390908,-0.464035282,-0.316688193,-0.082670074,-0.749646363,-0.205941633,11,-6.719092,-7.0243587,17.85176642
League Two,League Two,0.335640271,-1.33382016,-0.578952015,0.068684001,0.697361966,-0.38134251,-0.429139832,-0.045756656,-1.54053565,-0.314059373,11,-9.371327,-7.883471,19.08981902
Liga Leumit,Liga Leumit,-0.147472848,0.505578225,0.074531391,0.45479643,0.475849775,-0.113708386,-0.173629563,-1.153012437,-0.008534502,0.082547648,5,1.9226191,2.509972,10.99266078
Liga MX,Liga MX,-0.539944188,0.857906686,-0.016391579,-0.529325084,0.04993899,-0.120180403,-0.470659797,-0.796683536,0.362070028,-0.231552029,8,3.8298492,-1.1497866,15.03349414
Liga de Expansion MX,Liga de Expansión MX,-0.140572984,0.257558282,-0.250805924,-0.184651341,0.405995179,-0.064926984,-0.58931888,-0.16297125,0.329288262,-0.312495472,5,6.7911673,-0.98359543,16.88413205
Liga de Expansión MX,Liga de Expansión MX,-0.140572984,0.257558282,-0.250805924,-0.184651341,0.405995179,-0.064926984,-0.58931888,-0.16297125,0.329288262,-0.312495472,5,6.7911673,-0.98359543,16.88413205
Ligat ha'Al,Ligat Ha'al,-0.130881936,0.720390595,0.164469701,-0.354657316,-0.554947841,-0.188767754,-0.19812342,-1.189808278,0.149665875,0.071640594,8,3.110375,-1.9785452,15.29039665
Ligue 1,Ligue 1,-0.268757925,2.048879113,0.653555664,0.155747408,-0.298869393,0.251664499,0.327935324,-0.875275966,0.874708223,0.582752326,15,-9.908305,14.848918,6.131809735
Ligue 2,Ligue 2,0.071304431,1.053130642,-0.041891053,0.061583467,-0.063323824,-0.001999222,-0.506517995,-0.567189988,0.301141133,0.074864786,8,5.016678,0.64124346,14.47928307
Lithuanian 1 Lyga,Lithuanian 1 Lyga,0.27413054,0.071216596,-0.17649251,1.064425687,0.348444946,0.722434537,0.528315916,1.252326549,0.305203468,0.310859942,13,2.3049014,10.351545,7.643735871
Lithuanian A Lyga,Lithuanian A Lyga,0.231635676,0.809142564,0.250163947,0.889402255,1.251542532,0.153372735,0.419820012,0.088682397,0.294559567,0.429980625,7,-5.2341366,9.0839615,1.691663187
Luxembourg National Division,Luxembourg National Division,-0.003640273,0.159497886,0.186395011,0.102456079,-0.820551203,0.578749974,-0.36800484,0.473128335,0.573436884,-0.047209688,13,4.3474116,7.3405814,10.26548106
MLS,MLS,-0.534590618,1.707196529,0.742075271,-0.213724809,-0.504436185,-0.208575165,0.254069429,-0.620655302,0.32858144,0.315020619,15,-10.802963,14.432238,6.585856701
MLS Next Pro,MLS Next Pro,-0.4916654,1.656354682,0.600160423,0.177849886,-1.360228725,0.511912509,0.489519113,-0.508971886,1.577761097,0.510639622,18,-9.453314,17.506351,7.896959282
Malaysian Super League,Malaysian Super League,-0.719321137,0.043089478,0.333728541,-1.289755847,-1.077284483,-0.544749776,0.013358149,0.239623465,-0.517153583,-0.390476735,0,1.4585291,-5.8048954,17.91298018
Malta Challenge League,Malta Challenge League,0.125500216,-1.095254943,-0.11623824,-0.518312338,-1.088110809,0.393048152,-0.184109271,0.607971528,0.221001715,-0.204126543,3,9.48883,-12.382842,27.49019382
Malta Premier League,Malta Premier League,0.119879539,-0.343720431,-0.644443946,-0.35519759,-0.911558604,-0.20537113,-0.947307336,-0.031972637,0.499014703,-0.549989728,20,5.7558093,-10.745282,24.20479982
Mexican U17 League,,-0.384074178,-1.464157625,-0.87298872,-0.791487391,-1.314874572,-0.411052514,-0.678942458,0.203435569,0.257224398,-0.774303211,16,7.822618,-13.862952,27.925813
Mexican U18 League,,-0.258883817,-0.658435199,-0.661356621,-1.346870265,-1.626467241,0.744116715,-1.269845847,-0.181928953,0.799895419,-0.640473572,20,7.932111,-10.812306,25.33253973
Mexican U19 League,,-0.416514073,-1.187355813,-1.093331394,-1.176279257,-1.180573261,-0.67047499,-1.044312923,-0.129112764,0.841387865,-0.928646798,16,6.95642,-14.214787,27.84385047
Mexican U23 League,,-0.236853346,0.273338037,-0.819847204,-0.431908639,-0.89819234,0.263810288,-1.096974152,-0.498808374,1.000264102,-0.513332817,20,7.3602676,-8.294269,22.90273
Moldovan Super Liga,Moldova Superliga,-0.183843189,0.021222468,-0.322160007,0.346767506,-0.237675572,-0.176547707,-0.42223063,-0.538384184,0.142942094,-0.308759928,5,7.817271,-0.25188124,17.15594938
Montenegro First League,Montenegro First League,0.391319101,-0.389556405,-0.706292351,0.213343482,-0.284929157,-0.202352628,-1.036300681,-0.774509654,-0.012165741,-0.516034387,14,-0.97144026,-10.421333,21.63735414
Montenegro Second League,Montenegro Second League,0.533675895,-1.584788306,-0.906026141,-0.105671095,-1.252021704,0.126028822,-1.285170519,-0.754400879,-0.259419831,-0.683431293,3,-1.3847815,-13.16543,24.26095888
NB I,NB I,0.39885816,0.375732823,0.495268065,0.239726056,1.083707545,-0.031764535,0.572157102,0.498000038,-0.686702634,0.409402204,1,-6.7752185,4.1788216,6.751352776
NB II,NB II,0.858712999,-0.394878869,-0.208811102,0.387571024,0.704712879,-0.114772462,0.042736676,1.088627924,-0.243506768,0.016669677,6,-7.207184,-3.7769802,14.67099432
NCAA D1,,-0.382899193,-0.097170444,-1.38575533,0.441339213,-0.800717134,-0.801772827,-0.795504165,-0.332460117,0.087428591,-0.637407603,14,5.007384,-12.157417,25.1517515
NCAA D2,,-0.756381298,-0.078794385,-1.333905486,0.176305441,-1.338799874,-0.740161077,-0.974132277,-0.057889276,0.89185559,-0.852920677,20,5.5867286,-12.20298,25.43643939
NCAA D3,,-0.123192329,-0.267512215,0.088539678,1.704519039,0.142681609,-0.244231535,1.440560708,1.417927193,-0.281897961,0.690014642,9,2.9931173,11.859566,8.39096084
New South Wales NPL,,0.20083971,0.455644185,0.850283744,1.453439491,-0.052880569,1.277903702,0.980095412,0.718273466,0.375350928,0.94636947,4,-0.09429875,14.343856,6.33512853
New Zealand National League,,-1.059641175,2.363907272,2.109895614,1.698210072,-0.051145436,0.746650613,2.01852976,-1.14188739,0.999634882,1.449354292,2,-7.0986886,16.388943,5.888655923
Nicaragua Primera Division,,0.283947632,-0.886777688,-0.243575195,-0.721087272,-0.643453471,-0.293386346,-0.476954711,1.167733646,-1.009609511,-0.514331432,10,-4.2289352,-10.536677,21.33802274
Nigerian Creative Championship,,-0.129866431,-0.153972465,0.764790972,-0.188468487,-0.636081959,-0.079024843,0.637356642,0.740711623,1.328183708,0.251516751,13,5.1630406,10.302849,10.50077704
North Macedonia First League,North Macedonia First League,0.709666815,-0.35982101,-0.548803633,-0.068188927,-0.612328996,0.095684513,-0.932586586,-0.504002783,-0.71539759,-0.454340449,3,-0.57506996,-11.243796,22.52387297
Northern Irish Premiership,Northern Irish Premiership,0.487417405,-1.793592197,-0.217556845,0.868496257,0.58961612,-0.204563546,-0.007687863,0.551590328,-1.577457475,-0.048678461,21,-10.99244,-6.6138873,18.28663284
Norwegian 2. Division,Norwegian 2. Division,-0.680775438,0.748200837,0.822753882,1.469121873,0.642506435,0.429076856,1.38287416,-0.039646646,-0.15678094,0.833549638,19,-4.4070535,12.051105,1.574822721
OBOS Ligaen,Norwegian 1. Division,-0.569617178,1.106014592,1.038767719,1.292504806,1.568130719,0.188278524,1.296766698,0.078744486,-0.56604594,0.849054193,19,-5.625564,12.646613,1.897158491
Panama LPF,Panama LPF,0.660616997,-1.179979726,-0.790462043,-1.001675439,-1.797094959,-0.341978883,-1.467788684,0.287168974,-0.764114933,-0.852744066,16,0.35918078,-16.360706,27.72321023
Paraguay Division Profesional,Paraguay Division Profesional,0.548053257,-0.872679421,-0.126502286,0.005958006,0.703950967,-0.116688853,-0.428028881,-0.230743369,-0.955412616,-0.1984432,11,-7.6439104,-7.122379,18.04477652
Peruvian Liga 1,Peruvian Liga 1,0.111262082,-0.457110499,0.052760108,-1.077674238,0.443687152,-0.438707301,-0.495826997,0.282480205,-0.523753744,-0.429963162,10,-1.1162797,-7.154618,18.4155805
Polish I Liga,Polish I Liga,0.30309189,0.182232043,0.147530928,-0.483360571,1.714589189,-0.299799232,0.774526429,0.749698552,-0.239970886,0.129231587,6,-5.7029147,3.9525743,6.83082878
Polish II Liga,Polish II Liga,0.616525056,-0.029983505,0.101821222,0.173149556,1.251471796,0.052538205,0.834694752,0.806922026,-0.215603458,0.287164969,6,-6.3288226,5.0174003,5.842164962
Portuguese Juniores U17,,0.040023181,-1.214068556,-0.785250512,-0.457936328,-1.256119593,-0.150331686,-0.423025235,0.068111868,0.57011567,-0.387125889,3,8.184336,-12.911045,27.2671716
Portuguese Juniores U19,,0.116004607,-1.200425662,-1.352472309,-0.814896717,-1.39118787,-0.463080272,-0.968985281,0.108551433,0.745727432,-0.854609013,16,7.0364013,-13.590494,27.32108381
Portuguese Júniores U17,,0.034751366,-1.300929473,-0.673177947,-0.628960579,-1.24863665,0.380598546,-0.505563213,0.27129605,0.441377581,-0.386453981,3,8.63891,-12.492475,27.13554039
Portuguese Júniores U19,,0.139751,-1.107947965,-1.111675543,-0.697509639,-1.193307661,0.119776815,-0.895926725,0.261024688,0.769719719,-0.701823639,20,7.489723,-12.755864,26.79335744
Portuguese Liga 3,Portuguese Liga 3,0.655444773,-0.162062917,-0.631686508,-0.352426611,0.340448069,-0.102189672,-0.823582223,0.225771175,0.019969024,-0.455046417,10,-3.8030107,-6.600871,17.44066336
Portuguese Liga Revelacao Sub 23,,0.307643222,0.189131531,-0.29438133,-0.916000189,-1.354042435,0.488805431,-0.573289171,-0.044373739,1.059802256,-0.227193358,20,8.85365,-9.03654,24.36220357
Portuguese Liga Revelação Sub 23,,0.307643222,0.189131531,-0.29438133,-0.916000189,-1.354042435,0.488805431,-0.573289171,-0.044373739,1.059802256,-0.227193358,20,8.85365,-9.03654,24.36220357
Portuguese Segunda Liga,Portuguese Segunda Liga,0.381598691,0.102835947,-0.320995167,-0.865212621,0.571487008,-0.343042661,-0.537348387,0.255125329,0.27912493,-0.455252094,10,-3.0416934,-5.6028657,16.53464805
Premier League,Premier League,-0.383893905,1.608203984,0.954236869,-0.291727186,-0.082676325,0.118406764,0.727060179,-0.403300795,0.677922688,0.658753466,15,-9.919596,13.821744,5.51221605
Premier League 2,,-0.972835926,1.067096277,-0.052861486,-0.022844274,-1.429082366,0.184186979,0.382358883,-0.611554498,1.808057596,0.224954964,18,-9.596828,17.877764,8.288936973
Primavera 1,,0.075074915,0.376483199,-0.069278673,0.510996504,-0.065169653,0.624595997,0.310081305,-0.245844724,0.182156215,0.272305981,13,0.6430393,8.765598,6.298706977
Primeira Liga,Primeira Liga,0.118287875,0.956946459,0.117729589,-0.885718691,-0.224158875,-0.077438741,-0.388229568,-0.294367746,0.501095187,-0.179866285,8,4.998406,-0.9267527,15.60461104
Primera RFEF,Primera RFEF,0.32501516,-0.155140155,-0.792505929,-0.403394304,0.2925403,-0.085803816,-1.117649247,-0.391481198,-0.44603037,-0.511175595,14,-1.6289285,-9.041415,20.15665576
Qatari Stars League,Qatari Stars League,-0.694258003,0.680707399,0.37039189,-0.879938919,-1.149258412,-0.155485765,-0.104540253,-0.564180252,-0.20099579,-0.069933769,0,2.295782,-3.5370672,16.2138744
Queensland NPL,,-0.13287889,0.274321115,0.888382335,1.426687721,-0.351853246,1.163876841,1.019371597,0.324398923,0.500467692,0.873979416,4,0.4348889,14.319846,6.766193837
Queensland Premier League,,-0.348311834,-0.590825591,0.828350048,1.12973984,-0.487663906,0.671974484,1.103371114,0.821032522,0.408284082,0.616881406,4,2.5916886,14.226308,8.639082775
Regionalliga,Regionalliga,0.061911524,-0.271386648,0.185030857,0.433229145,0.015322783,0.189951567,0.206901541,0.569718167,0.500007924,0.128145384,13,3.184294,9.132354,8.668189624
Regionalliga Bayern,Regionalliga,-0.076071005,-0.420915551,-0.353944521,0.590758922,0.228687317,-1.005526435,0.01823693,0.147236407,0.658154279,-0.136964749,5,7.279983,6.99332,13.16159572
Regionalliga Nord,Regionalliga,-0.19428194,-0.718112625,0.153947104,0.494554462,0.469263481,-1.141308373,0.996850234,0.949700218,0.436258174,0.129637858,6,6.5541973,8.853634,12.03544294
Regionalliga Südwest,Regionalliga,-0.013294649,0.353654119,0.155536962,0.563004936,1.086307767,-0.670445106,0.931779182,0.73617668,0.666350538,0.360755875,6,-3.4712715,6.7967205,4.388140836
Regionalliga West,Regionalliga,-0.327509624,-0.046363238,-0.321415293,0.510206578,0.296752233,-0.965922938,0.185157869,-0.04132204,0.855752429,-0.156340294,5,7.2706513,6.894311,13.18145121
Romanian Liga Elitelor U17,,-1.127406418,-0.951164139,-0.675702105,0.958237909,-1.751811872,0.357953313,0.181624443,-0.187332144,0.774820959,-0.112161227,17,7.429844,12.809167,12.9185128
Romanian Liga II,Romanian Liga II,0.240309253,-0.705215782,-0.732555454,0.242723664,0.242858687,-0.104464041,-0.655800351,0.103214155,-0.656169781,-0.530100797,11,-5.92267,-8.285693,19.0680559
Romanian Liga Tineret U18,,-1.470191219,-0.848525731,0.308900616,0.763792558,-1.06489663,0.036893013,1.069144664,0.345550569,0.466476419,0.193318613,17,6.5100226,12.944367,12.03471983
Romanian Superliga,Romanian Liga I,0.199155945,0.346823963,-0.207658932,-0.12276437,-0.112448576,-0.243683203,-0.472971272,-0.625221014,-0.354131821,-0.178578694,5,4.633704,-2.9866455,16.98673736
Russian First League,Russian First League,0.654601368,-0.149801648,-0.134961508,0.047457076,0.800070915,0.28726755,-0.027865279,-0.621813247,-0.369504324,0.034113122,1,-5.584732,-0.38162822,11.15766331
Russian Premier League,Russian Premier League,0.340618792,0.213105837,0.299029562,0.009096287,0.634726831,-0.277509468,0.613026,-0.344992693,-0.922961212,0.374614927,1,-6.291859,1.6640503,9.159949085
Saudi Division 1,Saudi Division 1,-0.573022499,-0.074918182,-0.575771964,-1.612683314,-1.220334703,-0.707254589,-1.265336155,-1.082480855,-0.155027675,-0.866665654,12,3.5856106,-14.769106,27.0525531
Saudi Pro League,Saudi Pro League,-0.672011291,1.002772114,0.308694039,-0.688182576,-0.401543551,-0.220521333,-0.24013779,-0.737372083,-0.095994959,-0.027681297,8,2.141161,-2.0006716,14.79678185
Scottish Championship,Scottish Championship,0.413459209,-0.97935865,-0.427871068,0.575403783,1.438478581,-0.204847693,-0.070671566,0.761581125,-1.246761105,-0.04538888,21,-9.723692,-4.8623223,16.24174799
Scottish League One,Scottish League One,0.371182522,-0.867248139,0.093033218,1.349238681,1.657730841,0.030574805,0.487443877,0.554642167,-1.085163118,0.376596637,21,-10.3590975,-3.4714143,15.10712035
Scottish League Two,Scottish League Two,0.904876835,-2.553231213,-0.461859869,0.768219515,0.629514078,-0.060784053,0.154594755,1.036830038,-2.873479783,-0.085641573,21,-12.249684,-7.04729,19.11768054
Scottish Premiership,Scottish Premiership,0.130851553,-0.208774017,0.264289594,0.144729513,1.656917257,-0.281407003,0.692483996,0.318401364,-1.199004384,0.297348689,1,-6.8726034,3.1104436,7.816904329
Segunda RFEF,Segunda RFEF,0.534229577,-0.869319601,-1.106497153,-0.264270383,-0.080554021,-0.304501252,-1.28459157,-0.233951841,-0.697143979,-0.748315528,14,-3.7845223,-12.722563,23.54621588
Serbian Prva Liga,Serbian Prva Liga,1.07840682,-0.944111451,-0.806992456,-0.02301034,0.514633635,-0.233050417,-0.805783448,-0.447721959,-0.570341854,-0.426722746,11,-6.913358,-9.456494,20.29164521
Serbian Super Liga,Serbian Super Liga,0.422583166,0.034546741,0.133458116,0.183239825,0.78710402,-0.150672667,0.258065117,-0.649475886,-0.586496281,0.239691237,1,-5.8430614,0.82636905,9.960061466
Serbian U17 League,,0.30200739,-1.357528321,0.503854903,0.959455866,-1.269087873,0.904677957,0.813814103,0.087999008,0.395457327,0.747718789,17,5.0695653,14.673531,11.10434358
Serbian U19 League,,0.415991047,-1.196483373,0.498313648,0.770286293,-0.303309968,0.624786876,1.086625457,-0.04859054,0.285339014,0.703508581,13,4.422666,13.933977,10.24945522
Serie A,Serie A,-0.283853913,1.477793382,0.177139975,-0.23395859,0.111218845,-0.031924763,-0.086569809,-0.930826039,0.702171916,0.127033327,8,2.7759147,1.1198909,12.60334264
Serie B,Serie B,0.503755199,0.437564606,-0.072461788,-0.408911243,1.552887175,-0.052505163,0.075998926,-0.375312982,0.038993249,-0.013785201,1,-3.8136404,1.0992962,9.791457036
Serie C,Serie C,0.479818837,-0.043252462,-0.613334999,-0.124282728,1.014897151,-0.148413111,-0.677712233,-0.567421482,0.014507443,-0.417354343,5,-4.114453,-4.086793,14.90926134
Serie D - Girone A,Serie D,0.061439222,-1.320862702,-1.370632401,-0.139816473,-0.075317485,-0.858840265,-0.833541078,-0.178712183,-0.580791016,-0.847669991,14,-5.378282,-13.384058,24.15717471
Serie D - Girone B,Serie D,0.057213018,-0.753771397,-1.216483578,0.121012271,0.343059407,-0.605865192,-0.487013531,-0.221615066,-0.357417632,-0.672394067,14,-6.1389794,-12.471518,23.25875088
Serie D - Girone C,Serie D,0.208978694,-1.065523906,-1.297496426,-0.27144322,-0.037033273,-0.910922036,-0.873887671,-0.220564192,-0.249567899,-0.910506876,14,-5.1101284,-13.938753,24.71276924
Serie D - Girone D,Serie D,0.330918378,-1.36711074,-1.360173791,-0.333011806,-0.096175761,-0.882768035,-0.983937527,-0.251024133,-0.258088815,-0.923325793,14,-4.4998565,-13.991886,24.77876498
Serie D - Girone E,Serie D,0.477172602,-1.385938937,-1.220832646,-0.231878916,-0.05831933,-0.653956124,-0.761151402,-0.209247214,-0.464225293,-0.679778789,14,-4.762607,-13.09122,23.87096046
Serie D - Girone F,Serie D,0.055437952,-0.988837079,-1.323048515,-0.382053322,0.163726826,-0.935713932,-0.940220916,-0.467962504,-0.070612865,-0.942414371,14,-5.624819,-14.439781,25.21460038
